date,location,product_type,current_inventory,demand_rate,lead_time,order_cost,unit_cost,quantity_sold,sales_price,promotion,promotional_sales_price,total_sales
2020-01-02,Portugal,600mm BBQ,445,0.3675392258655678,40,33750.0,2020.0,2,2626.0,1,2100.8,4201.6
2020-01-02,Portugal,Gas Rob (2 Burners),336,0.4054246026597752,30,22400.0,800.0,0,1040.0,0,1040.0,0.0
2020-01-02,Portugal,Beer Fridge,184,0.432343769902966,60,37000.0,2310.0,0,3003.0,1,2402.4,0.0
2020-01-02,UK,1000mm BBQ,48,0.3944580381866518,40,57000.0,3080.0,2,4004.0,1,3203.2000000000003,6406.400000000001
2020-01-02,UK,600mm BBQ,117,0.4943186126859638,40,33750.0,2020.0,2,2626.0,0,2626.0,5252.0
2020-01-02,UK,Gas Rob (2 Burners),751,0.4163657605343407,30,22400.0,800.0,2,1040.0,0,1040.0,2080.0
2020-01-02,UK,Beer Fridge,617,0.3895008818348853,60,37000.0,2310.0,0,3003.0,0,3003.0,0.0
2020-01-03,Germany,1000mm BBQ,206,0.4131468336422692,40,57000.0,3080.0,1,4004.0,1,3203.2000000000003,3203.2000000000003
2020-01-03,Germany,600mm BBQ,923,0.3855073669195814,40,33750.0,2020.0,2,2626.0,1,2100.8,4201.6
2020-01-03,Germany,Gas Rob (2 Burners),720,0.3432686135643819,30,22400.0,800.0,1,1040.0,0,1040.0,1040.0
2020-01-03,Germany,Beer Fridge,816,0.3764569193825484,60,37000.0,2310.0,2,3003.0,0,3003.0,6006.0
2020-01-03,Spain,1000mm BBQ,814,0.4240566639126735,40,57000.0,3080.0,0,4004.0,1,3203.2000000000003,0.0
2020-01-03,Spain,600mm BBQ,257,0.4451890211466201,40,33750.0,2020.0,2,2626.0,1,2100.8,4201.6
2020-01-03,Spain,Gas Rob (2 Burners),903,0.3961990500410074,30,22400.0,800.0,2,1040.0,0,1040.0,2080.0
2020-01-03,Spain,Beer Fridge,733,0.41498845256383,60,37000.0,2310.0,1,3003.0,1,2402.4,2402.4
2020-01-03,France,1000mm BBQ,134,0.2960803261821723,40,57000.0,3080.0,1,4004.0,1,3203.2000000000003,3203.2000000000003
2020-01-03,France,600mm BBQ,230,0.3907803932423576,40,33750.0,2020.0,0,2626.0,1,2100.8,0.0
2020-01-03,France,Gas Rob (2 Burners),781,0.4349439553970644,30,22400.0,800.0,1,1040.0,1,832.0,832.0
2020-01-03,France,Beer Fridge,66,0.4313148560278856,60,37000.0,2310.0,2,3003.0,1,2402.4,4804.8
2020-01-03,Italy,1000mm BBQ,253,0.3314099508102081,40,57000.0,3080.0,1,4004.0,1,3203.2000000000003,3203.2000000000003
2020-01-03,Italy,600mm BBQ,27,0.2944422586637233,40,33750.0,2020.0,1,2626.0,0,2626.0,2626.0
2020-01-03,Italy,Gas Rob (2 Burners),990,0.2886010763299087,30,22400.0,800.0,2,1040.0,1,832.0,1664.0
2020-01-03,Italy,Beer Fridge,517,0.4238546517571471,60,37000.0,2310.0,0,3003.0,0,3003.0,0.0
2020-01-03,Portugal,1000mm BBQ,434,0.4652275934471987,40,57000.0,3080.0,2,4004.0,0,4004.0,8008.0
2020-01-03,Portugal,600mm BBQ,439,0.4360721637240788,40,33750.0,2020.0,0,2626.0,1,2100.8,0.0
2020-01-03,Portugal,Gas Rob (2 Burners),491,0.3946890411299722,30,22400.0,800.0,1,1040.0,0,1040.0,1040.0
2020-01-03,Portugal,Beer Fridge,644,0.3873138372447994,60,37000.0,2310.0,2,3003.0,1,2402.4,4804.8
2020-01-03,UK,1000mm BBQ,55,0.4207125861131274,40,57000.0,3080.0,2,4004.0,0,4004.0,8008.0
2020-01-03,UK,600mm BBQ,190,0.4154266939042669,40,33750.0,2020.0,2,2626.0,0,2626.0,5252.0
2020-01-03,UK,Gas Rob (2 Burners),359,0.4603234512718628,30,22400.0,800.0,2,1040.0,0,1040.0,2080.0
2020-01-03,UK,Beer Fridge,529,0.3917034742727444,60,37000.0,2310.0,1,3003.0,0,3003.0,3003.0
2020-01-04,Germany,1000mm BBQ,423,0.3670943283615475,40,57000.0,3080.0,1,4004.0,1,3203.2000000000003,3203.2000000000003
2020-01-04,Germany,600mm BBQ,230,0.3406246694553351,40,33750.0,2020.0,2,2626.0,0,2626.0,5252.0
2020-01-04,Germany,Gas Rob (2 Burners),49,0.385126710814475,30,22400.0,800.0,1,1040.0,0,1040.0,1040.0
2020-01-04,Germany,Beer Fridge,784,0.4135729927883895,60,37000.0,2310.0,2,3003.0,1,2402.4,4804.8
2020-01-04,Spain,1000mm BBQ,229,0.3989546546055701,40,57000.0,3080.0,0,4004.0,0,4004.0,0.0
2020-01-04,Spain,600mm BBQ,146,0.443865001393082,40,33750.0,2020.0,1,2626.0,1,2100.8,2100.8
2020-01-04,Spain,Gas Rob (2 Burners),730,0.3887780960058097,30,22400.0,800.0,0,1040.0,0,1040.0,0.0
2020-01-04,Spain,Beer Fridge,840,0.3726912845922709,60,37000.0,2310.0,0,3003.0,1,2402.4,0.0
2020-01-04,France,1000mm BBQ,614,0.3772776800943379,40,57000.0,3080.0,1,4004.0,0,4004.0,4004.0
2020-01-04,France,600mm BBQ,425,0.3701408942036204,40,33750.0,2020.0,2,2626.0,0,2626.0,5252.0
2020-01-04,France,Gas Rob (2 Burners),553,0.4082595689100018,30,22400.0,800.0,2,1040.0,0,1040.0,2080.0
2020-01-04,France,Beer Fridge,496,0.4427970305925988,60,37000.0,2310.0,0,3003.0,1,2402.4,0.0
2020-01-04,Italy,1000mm BBQ,538,0.4021847657123545,40,57000.0,3080.0,0,4004.0,1,3203.2000000000003,0.0
2020-01-04,Italy,600mm BBQ,741,0.3402889512296412,40,33750.0,2020.0,0,2626.0,1,2100.8,0.0
2020-01-04,Italy,Gas Rob (2 Burners),810,0.2847519262864332,30,22400.0,800.0,1,1040.0,1,832.0,832.0
2020-01-04,Italy,Beer Fridge,757,0.4091824560186008,60,37000.0,2310.0,0,3003.0,1,2402.4,0.0
2020-01-04,Portugal,1000mm BBQ,406,0.3708882425433977,40,57000.0,3080.0,0,4004.0,0,4004.0,0.0
2020-01-04,Portugal,600mm BBQ,976,0.4048374210561649,40,33750.0,2020.0,1,2626.0,1,2100.8,2100.8
2020-01-04,Portugal,Gas Rob (2 Burners),700,0.3767758700119141,30,22400.0,800.0,1,1040.0,1,832.0,832.0
2020-01-04,Portugal,Beer Fridge,358,0.3937745567452028,60,37000.0,2310.0,1,3003.0,1,2402.4,2402.4
2020-01-04,UK,1000mm BBQ,324,0.3705373641619416,40,57000.0,3080.0,2,4004.0,0,4004.0,8008.0
2020-01-04,UK,600mm BBQ,886,0.4092812686756201,40,33750.0,2020.0,1,2626.0,0,2626.0,2626.0
2020-01-04,UK,Gas Rob (2 Burners),638,0.3781082024855372,30,22400.0,800.0,0,1040.0,0,1040.0,0.0
2020-01-04,UK,Beer Fridge,503,0.3717175067405107,60,37000.0,2310.0,2,3003.0,0,3003.0,6006.0
2020-01-05,Germany,1000mm BBQ,569,0.3599611302610975,40,57000.0,3080.0,0,4004.0,1,3203.2000000000003,0.0
2020-01-05,Germany,600mm BBQ,795,0.3925362735895397,40,33750.0,2020.0,1,2626.0,0,2626.0,2626.0
2020-01-05,Germany,Gas Rob (2 Burners),150,0.3473979309956218,30,22400.0,800.0,1,1040.0,0,1040.0,1040.0
2020-01-05,Germany,Beer Fridge,925,0.4221362920946918,60,37000.0,2310.0,0,3003.0,1,2402.4,0.0
2020-01-05,Spain,1000mm BBQ,462,0.3639243176382339,40,57000.0,3080.0,0,4004.0,1,3203.2000000000003,0.0
2020-01-05,Spain,600mm BBQ,134,0.4053047392168855,40,33750.0,2020.0,1,2626.0,1,2100.8,2100.8
2020-01-05,Spain,Gas Rob (2 Burners),553,0.3221474512765982,30,22400.0,800.0,0,1040.0,1,832.0,0.0
2020-01-05,Spain,Beer Fridge,140,0.2987144025791926,60,37000.0,2310.0,0,3003.0,1,2402.4,0.0
2020-01-05,France,1000mm BBQ,659,0.4029093419843927,40,57000.0,3080.0,0,4004.0,0,4004.0,0.0
2020-01-05,France,600mm BBQ,999,0.3527175904487267,40,33750.0,2020.0,0,2626.0,0,2626.0,0.0
2020-01-05,France,Gas Rob (2 Burners),609,0.4077257766348746,30,22400.0,800.0,2,1040.0,1,832.0,1664.0
2020-01-05,France,Beer Fridge,594,0.4043285873913168,60,37000.0,2310.0,1,3003.0,1,2402.4,2402.4
2020-01-05,Italy,1000mm BBQ,544,0.3884535195801457,40,57000.0,3080.0,0,4004.0,0,4004.0,0.0
2020-01-05,Italy,600mm BBQ,701,0.3683387948815591,40,33750.0,2020.0,0,2626.0,1,2100.8,0.0
2020-01-05,Italy,Gas Rob (2 Burners),738,0.4211151068233233,30,22400.0,800.0,2,1040.0,0,1040.0,2080.0
2020-01-05,Italy,Beer Fridge,606,0.3304172493650952,60,37000.0,2310.0,2,3003.0,1,2402.4,4804.8
2020-01-05,Portugal,1000mm BBQ,523,0.3623722669892313,40,57000.0,3080.0,0,4004.0,0,4004.0,0.0
2020-01-05,Portugal,600mm BBQ,317,0.366310312679057,40,33750.0,2020.0,1,2626.0,0,2626.0,2626.0
2020-01-05,Portugal,Gas Rob (2 Burners),344,0.4261668473388377,30,22400.0,800.0,1,1040.0,1,832.0,832.0
2020-01-05,Portugal,Beer Fridge,324,0.4131592575329827,60,37000.0,2310.0,0,3003.0,1,2402.4,0.0
2020-01-05,UK,1000mm BBQ,626,0.4240980284080075,40,57000.0,3080.0,2,4004.0,1,3203.2000000000003,6406.400000000001
2020-01-05,UK,600mm BBQ,23,0.455621845634656,40,33750.0,2020.0,0,2626.0,0,2626.0,0.0
2020-01-05,UK,Gas Rob (2 Burners),885,0.3800476383503817,30,22400.0,800.0,1,1040.0,1,832.0,832.0
2020-01-05,UK,Beer Fridge,91,0.3449200089047487,60,37000.0,2310.0,0,3003.0,0,3003.0,0.0
2020-01-06,Germany,1000mm BBQ,923,0.3539506350810462,40,57000.0,3080.0,1,4004.0,1,3203.2000000000003,3203.2000000000003
2020-01-06,Germany,600mm BBQ,382,0.4416318784462426,40,33750.0,2020.0,0,2626.0,0,2626.0,0.0
2020-01-06,Germany,Gas Rob (2 Burners),481,0.4276794926557564,30,22400.0,800.0,0,1040.0,0,1040.0,0.0
2020-01-06,Germany,Beer Fridge,255,0.4440023079582157,60,37000.0,2310.0,2,3003.0,1,2402.4,4804.8
2020-01-06,Spain,1000mm BBQ,653,0.3536377907381146,40,57000.0,3080.0,2,4004.0,0,4004.0,8008.0
2020-01-06,Spain,600mm BBQ,200,0.3961503727049219,40,33750.0,2020.0,0,2626.0,1,2100.8,0.0
2020-01-06,Spain,Gas Rob (2 Burners),918,0.3701753067263999,30,22400.0,800.0,1,1040.0,0,1040.0,1040.0
2020-01-06,Spain,Beer Fridge,294,0.407257779175699,60,37000.0,2310.0,2,3003.0,0,3003.0,6006.0
2020-01-06,France,1000mm BBQ,471,0.4182333451533156,40,57000.0,3080.0,0,4004.0,0,4004.0,0.0
2020-01-06,France,600mm BBQ,867,0.4355948706577776,40,33750.0,2020.0,2,2626.0,1,2100.8,4201.6
2020-01-06,France,Gas Rob (2 Burners),543,0.3928599652159417,30,22400.0,800.0,1,1040.0,1,832.0,832.0
2020-01-06,France,Beer Fridge,192,0.5014107864738899,60,37000.0,2310.0,2,3003.0,1,2402.4,4804.8
2020-01-06,Italy,1000mm BBQ,209,0.4017595506825039,40,57000.0,3080.0,0,4004.0,0,4004.0,0.0
2020-01-06,Italy,600mm BBQ,672,0.4461896176269748,40,33750.0,2020.0,2,2626.0,1,2100.8,4201.6
2020-01-06,Italy,Gas Rob (2 Burners),431,0.4152119778093385,30,22400.0,800.0,2,1040.0,0,1040.0,2080.0
2020-01-06,Italy,Beer Fridge,140,0.39062850634479,60,37000.0,2310.0,1,3003.0,1,2402.4,2402.4
2020-01-06,Portugal,1000mm BBQ,943,0.3792664338854103,40,57000.0,3080.0,1,4004.0,0,4004.0,4004.0
2020-01-06,Portugal,600mm BBQ,469,0.415802008114355,40,33750.0,2020.0,1,2626.0,0,2626.0,2626.0
2020-01-06,Portugal,Gas Rob (2 Burners),127,0.3878896929453354,30,22400.0,800.0,2,1040.0,1,832.0,1664.0
2020-01-06,Portugal,Beer Fridge,585,0.406137708282174,60,37000.0,2310.0,0,3003.0,0,3003.0,0.0
2020-01-06,UK,1000mm BBQ,790,0.4731004133911918,40,57000.0,3080.0,1,4004.0,1,3203.2000000000003,3203.2000000000003
2020-01-06,UK,600mm BBQ,627,0.4188491302634817,40,33750.0,2020.0,2,2626.0,0,2626.0,5252.0
2020-01-06,UK,Gas Rob (2 Burners),696,0.3783779347604193,30,22400.0,800.0,0,1040.0,0,1040.0,0.0
2020-01-06,UK,Beer Fridge,275,0.3539691826794747,60,37000.0,2310.0,0,3003.0,0,3003.0,0.0
2020-01-07,Germany,1000mm BBQ,687,0.3759418417640511,40,57000.0,3080.0,2,4004.0,0,4004.0,8008.0
2020-01-07,Germany,600mm BBQ,344,0.4088507681789966,40,33750.0,2020.0,1,2626.0,1,2100.8,2100.8
2020-01-07,Germany,Gas Rob (2 Burners),718,0.3414491359054888,30,22400.0,800.0,1,1040.0,0,1040.0,1040.0
2020-01-07,Germany,Beer Fridge,459,0.3760900483859904,60,37000.0,2310.0,2,3003.0,1,2402.4,4804.8
2020-01-07,Spain,1000mm BBQ,609,0.4055496678051836,40,57000.0,3080.0,0,4004.0,1,3203.2000000000003,0.0
2020-01-07,Spain,600mm BBQ,391,0.4531480645663867,40,33750.0,2020.0,1,2626.0,1,2100.8,2100.8
2020-01-07,Spain,Gas Rob (2 Burners),573,0.3782377675582855,30,22400.0,800.0,1,1040.0,1,832.0,832.0
2020-01-07,Spain,Beer Fridge,36,0.453258729432789,60,37000.0,2310.0,0,3003.0,1,2402.4,0.0
2020-01-07,France,1000mm BBQ,493,0.4113100722019502,40,57000.0,3080.0,1,4004.0,1,3203.2000000000003,3203.2000000000003
2020-01-07,France,600mm BBQ,3,0.4576639028855351,40,33750.0,2020.0,1,2626.0,0,2626.0,2626.0
2020-01-07,France,Gas Rob (2 Burners),142,0.2744977469167348,30,22400.0,800.0,2,1040.0,1,832.0,1664.0
2020-01-07,France,Beer Fridge,505,0.4071818559164617,60,37000.0,2310.0,1,3003.0,1,2402.4,2402.4
2020-01-07,Italy,1000mm BBQ,367,0.3595850850271537,40,57000.0,3080.0,2,4004.0,0,4004.0,8008.0
2020-01-07,Italy,600mm BBQ,160,0.416303015342692,40,33750.0,2020.0,1,2626.0,1,2100.8,2100.8
2020-01-07,Italy,Gas Rob (2 Burners),462,0.3265776726637232,30,22400.0,800.0,1,1040.0,0,1040.0,1040.0
2020-01-07,Italy,Beer Fridge,270,0.399777143546198,60,37000.0,2310.0,1,3003.0,1,2402.4,2402.4
2020-01-07,Portugal,1000mm BBQ,312,0.3251625131800785,40,57000.0,3080.0,2,4004.0,1,3203.2000000000003,6406.400000000001
2020-01-07,Portugal,600mm BBQ,45,0.3732622172836365,40,33750.0,2020.0,1,2626.0,0,2626.0,2626.0
2020-01-07,Portugal,Gas Rob (2 Burners),28,0.4040360177741696,30,22400.0,800.0,1,1040.0,0,1040.0,1040.0
2020-01-07,Portugal,Beer Fridge,960,0.4047485201575471,60,37000.0,2310.0,2,3003.0,0,3003.0,6006.0
2020-01-07,UK,1000mm BBQ,592,0.36041329158789,40,57000.0,3080.0,1,4004.0,1,3203.2000000000003,3203.2000000000003
2020-01-07,UK,600mm BBQ,50,0.4239635368346289,40,33750.0,2020.0,2,2626.0,0,2626.0,5252.0
2020-01-07,UK,Gas Rob (2 Burners),343,0.3932967336973011,30,22400.0,800.0,1,1040.0,1,832.0,832.0
2020-01-07,UK,Beer Fridge,217,0.4098559499967779,60,37000.0,2310.0,0,3003.0,1,2402.4,0.0
2020-01-08,Germany,1000mm BBQ,408,0.4399320760765982,40,57000.0,3080.0,2,4004.0,1,3203.2000000000003,6406.400000000001
2020-01-08,Germany,600mm BBQ,511,0.3370093519129126,40,33750.0,2020.0,2,2626.0,0,2626.0,5252.0
2020-01-08,Germany,Gas Rob (2 Burners),162,0.4811163554041687,30,22400.0,800.0,2,1040.0,1,832.0,1664.0
2020-01-08,Germany,Beer Fridge,722,0.4213639999847803,60,37000.0,2310.0,1,3003.0,0,3003.0,3003.0
2020-01-08,Spain,1000mm BBQ,106,0.4381104683705769,40,57000.0,3080.0,2,4004.0,1,3203.2000000000003,6406.400000000001
2020-01-08,Spain,600mm BBQ,41,0.364171394854375,40,33750.0,2020.0,1,2626.0,0,2626.0,2626.0
2020-01-08,Spain,Gas Rob (2 Burners),783,0.4323882180540512,30,22400.0,800.0,2,1040.0,1,832.0,1664.0
2020-01-08,Spain,Beer Fridge,942,0.4408888399944553,60,37000.0,2310.0,1,3003.0,0,3003.0,3003.0
2020-01-08,France,1000mm BBQ,406,0.4054492500892845,40,57000.0,3080.0,0,4004.0,0,4004.0,0.0
2020-01-08,France,600mm BBQ,69,0.3885666518865265,40,33750.0,2020.0,2,2626.0,1,2100.8,4201.6
2020-01-08,France,Gas Rob (2 Burners),178,0.4014801285802591,30,22400.0,800.0,0,1040.0,1,832.0,0.0
2020-01-08,France,Beer Fridge,13,0.3859577170788995,60,37000.0,2310.0,0,3003.0,0,3003.0,0.0
2020-01-08,Italy,1000mm BBQ,944,0.4320724590540153,40,57000.0,3080.0,2,4004.0,0,4004.0,8008.0
2020-01-08,Italy,600mm BBQ,679,0.4704174484153159,40,33750.0,2020.0,1,2626.0,1,2100.8,2100.8
2020-01-08,Italy,Gas Rob (2 Burners),576,0.4152138882589645,30,22400.0,800.0,1,1040.0,0,1040.0,1040.0
2020-01-08,Italy,Beer Fridge,833,0.393576191011829,60,37000.0,2310.0,2,3003.0,1,2402.4,4804.8
2020-01-08,Portugal,1000mm BBQ,878,0.3498542214669825,40,57000.0,3080.0,2,4004.0,1,3203.2000000000003,6406.400000000001
2020-01-08,Portugal,600mm BBQ,84,0.3903817475758365,40,33750.0,2020.0,0,2626.0,1,2100.8,0.0
2020-01-08,Portugal,Gas Rob (2 Burners),261,0.3462122150034953,30,22400.0,800.0,1,1040.0,1,832.0,832.0
2020-01-08,Portugal,Beer Fridge,105,0.374692520655256,60,37000.0,2310.0,2,3003.0,0,3003.0,6006.0
2020-01-08,UK,1000mm BBQ,126,0.4021405404355326,40,57000.0,3080.0,0,4004.0,0,4004.0,0.0
2020-01-08,UK,600mm BBQ,85,0.3324959509222405,40,33750.0,2020.0,2,2626.0,1,2100.8,4201.6
2020-01-08,UK,Gas Rob (2 Burners),51,0.4192051283852741,30,22400.0,800.0,1,1040.0,0,1040.0,1040.0
2020-01-08,UK,Beer Fridge,724,0.4288992412259242,60,37000.0,2310.0,2,3003.0,0,3003.0,6006.0
2020-01-09,Germany,1000mm BBQ,830,0.3955095235608299,40,57000.0,3080.0,0,4004.0,1,3203.2000000000003,0.0
2020-01-09,Germany,600mm BBQ,516,0.4102101962244714,40,33750.0,2020.0,2,2626.0,1,2100.8,4201.6
2020-01-09,Germany,Gas Rob (2 Burners),253,0.3528400748078206,30,22400.0,800.0,1,1040.0,1,832.0,832.0
2020-01-09,Germany,Beer Fridge,925,0.4435897179015577,60,37000.0,2310.0,2,3003.0,0,3003.0,6006.0
2020-01-09,Spain,1000mm BBQ,369,0.3813339718178801,40,57000.0,3080.0,2,4004.0,0,4004.0,8008.0
2020-01-09,Spain,600mm BBQ,353,0.4530154035620318,40,33750.0,2020.0,1,2626.0,0,2626.0,2626.0
2020-01-09,Spain,Gas Rob (2 Burners),275,0.4186949969421961,30,22400.0,800.0,2,1040.0,1,832.0,1664.0
2020-01-09,Spain,Beer Fridge,524,0.3562461261599931,60,37000.0,2310.0,0,3003.0,1,2402.4,0.0
2020-01-09,France,1000mm BBQ,119,0.3970849080507564,40,57000.0,3080.0,0,4004.0,0,4004.0,0.0
2020-01-09,France,600mm BBQ,159,0.3904563136912204,40,33750.0,2020.0,2,2626.0,0,2626.0,5252.0
2020-01-09,France,Gas Rob (2 Burners),447,0.3918022115169299,30,22400.0,800.0,2,1040.0,0,1040.0,2080.0
2020-01-09,France,Beer Fridge,783,0.3823248017592954,60,37000.0,2310.0,2,3003.0,0,3003.0,6006.0
2020-01-09,Italy,1000mm BBQ,123,0.3521363388695754,40,57000.0,3080.0,0,4004.0,1,3203.2000000000003,0.0
2020-01-09,Italy,600mm BBQ,750,0.4516345919623967,40,33750.0,2020.0,1,2626.0,1,2100.8,2100.8
2020-01-09,Italy,Gas Rob (2 Burners),653,0.3791774956560106,30,22400.0,800.0,2,1040.0,0,1040.0,2080.0
2020-01-09,Italy,Beer Fridge,322,0.4575796129994905,60,37000.0,2310.0,0,3003.0,1,2402.4,0.0
2020-01-09,Portugal,1000mm BBQ,35,0.456538878220707,40,57000.0,3080.0,1,4004.0,0,4004.0,4004.0
2020-01-09,Portugal,600mm BBQ,523,0.3895279086781525,40,33750.0,2020.0,0,2626.0,1,2100.8,0.0
2020-01-09,Portugal,Gas Rob (2 Burners),295,0.3496767385641154,30,22400.0,800.0,2,1040.0,0,1040.0,2080.0
2020-01-09,Portugal,Beer Fridge,820,0.3695819575895243,60,37000.0,2310.0,2,3003.0,1,2402.4,4804.8
2020-01-09,UK,1000mm BBQ,9,0.3657354836680378,40,57000.0,3080.0,1,4004.0,1,3203.2000000000003,3203.2000000000003
2020-01-09,UK,600mm BBQ,217,0.3656065289319899,40,33750.0,2020.0,0,2626.0,1,2100.8,0.0
2020-01-09,UK,Gas Rob (2 Burners),651,0.3697705381692044,30,22400.0,800.0,0,1040.0,1,832.0,0.0
2020-01-09,UK,Beer Fridge,169,0.4353664114860787,60,37000.0,2310.0,2,3003.0,0,3003.0,6006.0
2020-01-10,Germany,1000mm BBQ,448,0.3763172335238044,40,57000.0,3080.0,2,4004.0,1,3203.2000000000003,6406.400000000001
2020-01-10,Germany,600mm BBQ,770,0.4199363942040382,40,33750.0,2020.0,0,2626.0,0,2626.0,0.0
2020-01-10,Germany,Gas Rob (2 Burners),978,0.3852196037704925,30,22400.0,800.0,2,1040.0,1,832.0,1664.0
2020-01-10,Germany,Beer Fridge,298,0.3386057597788686,60,37000.0,2310.0,0,3003.0,1,2402.4,0.0
2020-01-10,Spain,1000mm BBQ,490,0.4079281173154567,40,57000.0,3080.0,2,4004.0,1,3203.2000000000003,6406.400000000001
2020-01-10,Spain,600mm BBQ,801,0.3725663880528328,40,33750.0,2020.0,2,2626.0,1,2100.8,4201.6
